Diciembre
5,10,40,46,57
5,11,13,79,4
5,12,15,14,42
5,13,2,51,56
5,14,19,1,59
5,15,12,11,72
5,16,2,47,58
5,17,2,57,20
5,18,12,91,38
5,19,-4,39,89
5,20,12,31,24
5,21,-7,69,34
5,22,12,85,73
5,23,20,51,90
6,0,8,28,10
6,1,39,56,91
6,2,-2,38,91
6,3,-4,11,72
6,4,26,56,99
6,5,-6,63,53
6,6,13,91,47
6,7,19,71,13
6,8,6,0,24
6,9,38,98,79
6,10,-2,5,86
6,11,-5,60,88
6,12,13,62,23
6,13,18,13,100
6,14,13,32,59
6,15,-2,89,24
6,16,24,13,70
6,17,37,29,51
6,18,-5,41,93
6,19,22,13,68
6,20,18,48,91
6,21,4,32,45
6,22,6,40,44
6,23,32,63,37
7,0,7,50,18
7,1,27,70,82
7,2,29,18,48
7,3,-2,2,11
7,4,32,47,12
7,5,-6,31,89
7,6,4,74,25
7,7,14,35,100
7,8,-10,90,76
7,9,12,48,66
7,10,29,19,14
7,11,35,53,22
7,12,3,88,99
7,13,36,32,14
7,14,-4,45,48
7,15,3,79,41
7,16,26,65,93
7,17,40,37,69
7,18,9,6,4
7,19,8,46,99
7,20,27,80,33
7,21,37,63,80
7,22,13,8,22
7,23,-4,100,59
8,0,33,36,8
8,1,4,42,70
8,2,26,60,70
8,3,34,61,83
8,4,27,7,24
8,5,26,52,22
8,6,16,27,77
8,7,22,52,91
8,8,4,99,56
8,9,39,79,77
8,10,18,13,58
8,11,-2,19,46
8,12,-3,15,77
8,13,36,24,95
8,14,25,20,78
8,15,-3,62,82
8,16,20,32,28
8,17,2,17,100
8,18,33,28,41
8,19,20,22,23
8,20,-4,5,20
8,21,-1,26,21
8,22,5,82,84
8,23,18,3,55
9,0,20,46,71
9,1,9,30,14
9,2,-3,24,10
9,3,9,30,34
9,4,-8,0,11
9,5,8,87,22
9,6,14,51,93
9,7,28,97,20
9,8,-3,39,73
9,9,29,31,32
9,10,37,20,91
9,11,23,55,7
9,12,4,78,80
9,13,-10,94,80
9,14,20,64,61
9,15,14,35,74
9,16,32,8,85
9,17,23,11,61
9,18,19,77,25
9,19,-2,96,43
9,20,6,19,26
9,21,32,98,31
9,22,26,70,29
9,23,30,41,37
10,0,23,32,73
10,1,28,6,94
10,2,39,38,87
10,3,-6,69,98
10,4,25,60,58
10,5,35,69,0
10,6,28,52,73
10,7,-3,36,5
10,8,11,35,35
10,9,28,47,9
10,10,10,32,35
10,11,32,94,45
10,12,26,67,26
10,13,-6,9,51
10,14,12,79,7
10,15,-2,11,61
10,16,33,90,63
10,17,16,8,40
10,18,-8,59,34
10,19,16,93,8
10,20,35,78,68
10,21,-6,26,28
10,22,-6,53,1
10,23,21,27,91
11,0,28,82,91
11,1,20,63,57
11,2,-6,41,36
11,3,1,55,29
11,4,40,16,32
11,5,4,16,96
11,6,31,21,25
11,7,32,59,42
11,8,34,60,63
11,9,39,95,27
11,10,35,86,9
11,11,-4,57,24
11,12,12,12,32
11,13,36,59,30
11,14,24,83,76
11,15,10,18,50
11,16,31,68,1
11,17,13,38,35
11,18,16,1,31
11,19,16,64,58
11,20,32,91,56
11,21,28,95,3
11,22,20,47,63
11,23,4,69,35
12,0,17,60,50
12,1,4,24,54
12,2,10,13,39
12,3,34,87,73
12,4,36,45,71
12,5,24,7,2
12,6,19,15,46
12,7,3,50,81
12,8,35,74,63
12,9,-4,39,100
12,10,-9,43,92
12,11,40,13,76
12,12,12,79,87
12,13,20,0,64
12,14,37,37,65
12,15,3,24,6
12,16,26,57,15
12,17,6,87,19
12,18,33,14,65
12,19,8,25,37
12,20,-1,86,80
12,21,9,92,7
12,22,31,45,70
12,23,23,68,27
13,0,32,53,70
13,1,20,94,40
13,2,23,45,25
13,3,-3,38,36
13,4,18,57,18
13,5,23,16,99
13,6,19,93,60
13,7,35,27,23
13,8,21,63,29
13,9,32,87,40
13,10,-4,21,95
13,11,19,49,30
13,12,7,64,61
13,13,15,13,7
13,14,33,21,10
13,15,3,77,44
13,16,30,51,20
13,17,-8,98,96
13,18,12,89,93
13,19,19,79,48
13,20,27,49,28
13,21,16,36,56
13,22,-4,70,75
13,23,17,66,33
14,0,29,7,90
14,1,20,17,72
14,2,7,39,27
14,3,2,66,20
14,4,27,9,87
14,5,-9,2,99
14,6,-6,51,15
14,7,-10,73,0
14,8,16,41,45
14,9,2,99,7
14,10,37,93,98
14,11,38,41,0
14,12,0,76,69
14,13,26,90,27
14,14,32,50,18
14,15,12,94,59
14,16,40,72,38
14,17,28,10,40
14,18,35,69,10
14,19,-6,59,8
14,20,30,40,20
14,21,-10,12,27
14,22,22,39,39
14,23,38,28,48
15,0,8,25,67
15,1,-6,38,78
15,2,25,92,8
15,3,35,14,12
15,4,19,45,41
15,5,-8,42,81
15,6,-10,74,96
15,7,29,45,22
15,8,3,43,33
15,9,11,42,85
15,10,18,53,97
15,11,27,37,95
15,12,31,46,74
15,13,24,48,34
15,14,5,79,85
15,15,10,42,43
15,16,23,41,92
15,17,24,72,36
15,18,31,33,27
15,19,9,25,91
15,20,30,76,84
15,21,7,76,90
15,22,3,21,83
15,23,-7,89,61
16,0,12,5,96
16,1,7,90,77
16,2,-3,92,36
16,3,24,66,51
16,4,-8,72,80
16,5,13,6,68
16,6,-6,74,79
16,7,2,83,46
16,8,22,97,13
16,9,5,2,18
16,10,16,22,60
16,11,0,6,58
16,12,-9,26,56
16,13,-5,94,41
16,14,-2,33,88
16,15,7,95,53
16,16,31,29,0
16,17,29,32,9
16,18,-7,55,76
16,19,-3,49,1
16,20,17,51,1
16,21,4,67,10
16,22,-3,31,76
16,23,-4,31,80
17,0,8,92,67
17,1,35,18,52
17,2,11,49,97
17,3,-5,47,32
17,4,8,1,39
17,5,33,87,66
17,6,5,1,5
17,7,23,76,76
17,8,36,73,16
17,9,-5,87,29
17,10,29,58,61
17,11,18,87,64
17,12,40,15,85
17,13,-9,76,89
17,14,34,62,2
17,15,-1,14,93
17,16,6,77,94
17,17,28,97,54
17,18,-9,65,78
17,19,24,89,19
17,20,8,23,97
17,21,-4,3,67
17,22,9,23,43
17,23,4,19,40
18,0,5,85,9
18,1,1,77,33
18,2,16,16,67
18,3,-8,15,28
18,4,37,48,45
18,5,35,18,72
18,6,37,56,19
18,7,20,5,42
18,8,36,98,73
18,9,-4,65,14
18,10,3,69,69
18,11,0,73,10
18,12,14,45,99
18,13,3,16,15
18,14,19,99,74
18,15,-8,13,88
18,16,-4,42,48
18,17,19,54,90
18,18,15,47,17
18,19,-5,15,91
18,20,16,46,25
18,21,4,92,71
18,22,26,99,93
18,23,18,63,89
19,0,37,73,62
19,1,11,52,79
19,2,-7,38,44
19,3,30,76,53
19,4,-4,34,99
19,5,-1,52,78
19,6,21,28,48
19,7,24,54,23
19,8,4,78,43
19,9,3,19,51
19,10,-1,49,74
19,11,31,80,92
19,12,16,12,36
19,13,6,26,70
19,14,21,45,2
19,15,27,57,51
19,16,6,47,0
19,17,30,71,60
19,18,31,70,14
19,19,28,48,41
19,20,-3,26,12
19,21,15,38,51
19,22,19,50,19
19,23,10,22,28
20,0,8,67,24
20,1,18,99,35
20,2,-2,10,92
20,3,6,61,61
20,4,22,83,44
20,5,8,64,96
20,6,8,70,79
20,7,25,23,73
20,8,15,64,61
20,9,-4,91,25
20,10,2,99,56
20,11,40,86,4
20,12,31,44,77
20,13,-2,21,8
20,14,-5,88,63
20,15,19,98,92
20,16,4,28,57
20,17,-8,16,16
20,18,-1,1,17
20,19,-3,9,72
20,20,17,70,25
20,21,22,52,29
20,22,13,37,24
20,23,20,95,17
21,0,12,88,94
21,1,35,93,39
21,2,-1,95,17
21,3,23,88,15
21,4,3,22,24
21,5,-5,25,60
21,6,36,50,50
21,7,31,77,71
21,8,34,60,14
21,9,38,52,29
21,10,40,33,53
21,11,21,74,80
21,12,30,50,61
21,13,17,35,34
21,14,-6,83,81
21,15,5,56,100
21,16,-6,16,72
21,17,10,26,11
21,18,-2,1,89
21,19,39,51,88
21,20,-7,11,91
21,21,36,33,81
21,22,29,57,20
21,23,9,50,49
22,0,-9,13,10
22,1,3,77,41
22,2,-9,27,29
22,3,25,62,26
22,4,-9,57,85
22,5,38,46,49
22,6,27,97,78
22,7,37,62,71
22,8,10,7,22
22,9,4,26,61
22,10,-4,18,40
22,11,14,84,1
22,12,38,57,51
22,13,-6,50,63
22,14,35,44,14
22,15,-8,0,28
22,16,13,93,99
22,17,14,66,74
22,18,3,22,7
22,19,23,69,57
22,20,-3,77,52
22,21,26,33,55
22,22,39,89,52
22,23,21,62,16
23,0,8,95,85
23,1,34,32,78
23,2,38,1,24
23,3,32,46,65
23,4,-6,66,42
23,5,35,95,85
23,6,-9,90,48
23,7,11,28,1
23,8,8,84,37
23,9,-5,78,74
23,10,20,61,95
23,11,26,36,6
23,12,27,2,85
23,13,19,47,61
23,14,19,23,35
23,15,2,86,71
23,16,38,95,9
23,17,4,96,1
23,18,6,65,99
23,19,-6,62,48
23,20,36,79,87
23,21,22,34,83
23,22,-1,0,54
23,23,4,17,72
24,0,32,94,15
24,1,-2,93,36
24,2,20,91,92
24,3,31,79,84
24,4,-10,62,76
24,5,8,13,17
24,6,12,35,49
24,7,6,16,78
24,8,37,65,71
24,9,33,25,34
24,10,2,81,28
24,11,-3,94,52
24,12,-1,35,54
24,13,13,87,14
24,14,20,36,96
24,15,21,54,62
24,16,35,69,78
24,17,4,19,97
24,18,18,58,51
24,19,31,44,59
24,20,1,72,55
24,21,8,16,49
24,22,35,36,76
24,23,-2,55,20
25,0,40,81,65
25,1,24,45,61
25,2,27,45,92
25,3,2,44,62
25,4,29,15,36
25,5,27,36,42
25,6,4,53,30
25,7,35,32,21
25,8,28,63,73
25,9,-2,73,30
25,10,33,91,87
25,11,14,52,8
25,12,-9,55,82
25,13,4,18,26
25,14,0,48,43
25,15,8,74,18
25,16,12,97,52
25,17,18,42,50
25,18,10,4,27
25,19,29,44,98
25,20,-4,43,21
25,21,28,74,63
25,22,23,62,55
25,23,36,10,25
26,0,28,100,16
26,1,-7,84,0
26,2,19,28,64
26,3,15,18,87
26,4,-9,53,36
26,5,23,37,47
26,6,21,79,80
26,7,-8,37,11
26,8,1,49,64
26,9,9,52,50
26,10,25,26,92
26,11,-1,25,9
26,12,-3,99,81
26,13,28,73,16
26,14,33,28,69
26,15,31,14,9
26,16,31,11,8
26,17,32,35,76
26,18,11,44,76
26,19,33,84,52
26,20,5,93,49
26,21,1,75,83
26,22,6,10,65
26,23,16,74,55
27,0,-4,67,62
27,1,27,15,45
27,2,11,74,77
27,3,4,85,24
27,4,-4,10,36
27,5,8,42,79
27,6,4,84,70
27,7,37,64,62
27,8,7,100,35
27,9,16,73,36
27,10,-10,37,32
27,11,34,28,7
27,12,-1,35,90
27,13,9,41,77
27,14,32,94,65
27,15,40,76,30
27,16,19,58,79
27,17,-9,4,73
27,18,36,76,11
27,19,0,93,29
27,20,8,92,85
27,21,1,72,89
27,22,7,21,82
27,23,15,7,34
28,0,-4,79,62
28,1,-8,90,26
28,2,37,27,54
28,3,21,41,38
28,4,15,3,26
28,5,36,85,73
28,6,7,21,97
28,7,27,61,29
28,8,-5,13,70
28,9,29,8,45
28,10,8,31,8
28,11,-6,50,20
28,12,25,39,39
28,13,25,13,53
28,14,24,29,12
28,15,13,58,82
28,16,13,39,62
28,17,18,29,19
28,18,35,81,31
28,19,6,90,16
28,20,0,73,9
28,21,30,25,92
28,22,9,54,20
28,23,6,96,80
29,0,1,49,6
29,1,-8,74,36
29,2,40,54,92
29,3,3,89,35
29,4,24,24,43
29,5,17,48,16
29,6,-1,70,64
29,7,28,37,76
29,8,18,65,45
29,9,25,71,25
29,10,33,84,66
29,11,24,85,21
29,12,4,67,62
29,13,30,32,22
29,14,-1,83,49
29,15,36,12,79
29,16,14,76,59
29,17,24,83,7
29,18,-5,75,89
29,19,5,35,98
29,20,33,46,4
29,21,13,91,66
29,22,16,15,15
29,23,1,63,58
30,0,24,41,12
30,1,-8,54,62
30,2,-4,15,98
30,3,26,66,48
30,4,16,30,58
30,5,-6,11,4
30,6,27,64,5
30,7,-6,53,50
30,8,31,1,97
30,9,8,71,87
30,10,14,50,38
30,11,0,46,40
30,12,40,95,42
30,13,38,63,30
30,14,-7,5,75
30,15,38,96,99
30,16,8,47,45
30,17,7,6,74
30,18,-6,21,33
30,19,27,41,82
30,20,9,56,81
30,21,-7,95,23
30,22,39,78,78
30,23,-1,43,75
31,0,11,38,10
31,1,-3,88,41
31,2,-10,33,3
31,3,37,35,89
31,4,15,61,20
31,5,30,66,13
31,6,-8,91,15
31,7,7,28,62
31,8,21,10,86
31,9,21,91,15
31,10,-1,24,48
31,11,33,9,19
31,12,12,45,12
31,13,35,79,65
31,14,30,68,0
31,15,-5,6,15
31,16,9,54,30
31,17,34,84,50
31,18,-10,10,97
31,19,30,16,78
31,20,-7,2,20
31,21,34,29,1
31,22,-8,40,36
31,23,26,64,25
